Date,Year,Model,Region,Country,Channel,Quantity Sold,Revenue,Revenue Per Unit
2020-01-11,2020,BMW X2,South America,Colombia,Wholesale,1,93073.0,93073.0
2020-01-12,2020,BMW 8 Series,Africa,Nigeria,Dealership,4,42651.0,10662.75
2020-01-13,2020,BMW X1,Europe,Spain,Wholesale,5,96064.0,19212.8
2020-01-13,2020,BMW X6,North America,Mexico,Dealership,4,68057.0,17014.25
2020-01-13,2020,BMW M3,Africa,Egypt,Wholesale,2,77278.0,38639.0
2020-01-14,2020,BMW M4,Africa,Morocco,Dealership,3,81747.0,27249.0
2020-01-14,2020,BMW M3,Europe,United Kingdom,Wholesale,1,89976.0,89976.0
2020-01-14,2020,BMW 1 Series,Asia,South Korea,Dealership,2,88396.0,44198.0
2020-01-14,2020,BMW X6,South America,Chile,Wholesale,2,54520.0,27260.0
2020-01-15,2020,BMW 3 Series,Africa,Morocco,Wholesale,3,114270.0,38090.0
2020-01-15,2020,BMW iX,Europe,Spain,Dealership,5,31785.0,6357.0
2020-01-16,2020,BMW M2,Asia,Japan,Wholesale,5,35217.0,7043.4
2020-01-16,2020,BMW i3,Africa,Egypt,Wholesale,2,42663.0,21331.5
2020-01-17,2020,BMW iX3,Asia,South Korea,Wholesale,2,118560.0,59280.0
2020-01-17,2020,BMW i8,Europe,France,Dealership,2,79939.0,39969.5
2020-01-17,2020,BMW i3,South America,Peru,Dealership,2,49689.0,24844.5
2020-01-17,2020,BMW X3,Asia,Japan,Dealership,5,90510.0,18102.0
2020-01-18,2020,BMW i8,South America,Brazil,Wholesale,4,100942.0,25235.5
2020-01-18,2020,BMW iX3,Asia,India,Wholesale,5,71119.0,14223.8
2020-01-19,2020,BMW M4,North America,Mexico,Dealership,5,46722.0,9344.4
2020-01-20,2020,BMW Z4,South America,Brazil,Wholesale,2,57572.0,28786.0
2020-01-22,2020,BMW M4,North America,Canada,Dealership,1,115977.0,115977.0
2020-01-22,2020,BMW 2 Series,Asia,India,Wholesale,4,99907.0,24976.75
2020-01-22,2020,BMW i4,North America,Mexico,Wholesale,1,36709.0,36709.0
2020-01-22,2020,BMW 3 Series,South America,Argentina,Wholesale,2,72523.0,36261.5
2020-01-22,2020,BMW M2,Europe,United Kingdom,Dealership,5,68662.0,13732.4
2020-01-23,2020,BMW M3,Asia,South Korea,Wholesale,1,34236.0,34236.0
2020-01-23,2020,BMW iX,Africa,Egypt,Wholesale,1,73093.0,73093.0
2020-01-23,2020,BMW i3,Europe,Spain,Wholesale,3,38048.0,12682.67
2020-01-24,2020,BMW 5 Series,North America,Canada,Wholesale,5,118060.0,23612.0
2020-01-24,2020,BMW 5 Series,South America,Argentina,Dealership,2,87300.0,43650.0
2020-01-24,2020,BMW M8,Africa,South Africa,Dealership,1,40605.0,40605.0
2020-01-25,2020,BMW X4,Africa,South Africa,Wholesale,2,88398.0,44199.0
2020-01-25,2020,BMW i8,Africa,Nigeria,Wholesale,4,107432.0,26858.0
2020-01-26,2020,BMW 7 Series,South America,Chile,Wholesale,3,53471.0,17823.67
2020-01-26,2020,BMW 8 Series,Asia,South Korea,Wholesale,5,118706.0,23741.2
2020-01-26,2020,BMW X7,South America,Argentina,Dealership,5,94994.0,18998.8
2020-01-27,2020,BMW X4,North America,Canada,Dealership,2,31783.0,15891.5
2020-01-27,2020,BMW M2,North America,Canada,Wholesale,3,114383.0,38127.67
2020-01-27,2020,BMW X3,South America,Brazil,Wholesale,5,119230.0,23846.0
2020-01-27,2020,BMW M2,Asia,South Korea,Wholesale,1,93565.0,93565.0
2020-01-27,2020,BMW iX,Europe,Italy,Wholesale,5,71284.0,14256.8
2020-01-27,2020,BMW i4,North America,United States,Wholesale,1,93475.0,93475.0
2020-01-28,2020,BMW M2,Asia,Thailand,Dealership,2,62784.0,31392.0
2020-01-28,2020,BMW 7 Series,South America,Brazil,Dealership,4,100270.0,25067.5
2020-01-28,2020,BMW X1,Africa,Nigeria,Wholesale,5,77182.0,15436.4
2020-01-28,2020,BMW 6 Series,Africa,Morocco,Wholesale,1,43594.0,43594.0
2020-01-29,2020,BMW 3 Series,Africa,Kenya,Wholesale,4,66087.0,16521.75
2020-01-29,2020,BMW iX3,Europe,United Kingdom,Wholesale,1,68588.0,68588.0
2020-01-29,2020,BMW 5 Series,North America,Canada,Wholesale,2,52791.0,26395.5
2020-01-29,2020,BMW M4,Asia,South Korea,Wholesale,3,116615.0,38871.67
2020-01-30,2020,BMW 4 Series,South America,Peru,Dealership,5,70327.0,14065.4
2020-01-30,2020,BMW 4 Series,Asia,Thailand,Wholesale,1,38933.0,38933.0
2020-01-30,2020,BMW iX3,Africa,Egypt,Wholesale,5,84576.0,16915.2
2020-01-31,2020,BMW X4,Europe,Spain,Wholesale,3,103654.0,34551.33
2020-01-31,2020,BMW X1,South America,Brazil,Dealership,4,66843.0,16710.75
2020-02-01,2020,BMW X2,Africa,Morocco,Wholesale,1,79060.0,79060.0
2020-02-01,2020,BMW 6 Series,South America,Colombia,Dealership,5,104915.0,20983.0
2020-02-01,2020,BMW Z4,Africa,Morocco,Dealership,2,47673.0,23836.5
2020-02-02,2020,BMW X2,Asia,Japan,Wholesale,4,113481.0,28370.25
2020-02-02,2020,BMW M8,South America,Argentina,Dealership,4,41573.0,10393.25
2020-02-02,2020,BMW M8,Europe,Spain,Dealership,3,32822.0,10940.67
2020-02-03,2020,BMW X4,North America,Canada,Wholesale,2,66479.0,33239.5
2020-02-03,2020,BMW i4,North America,Canada,Dealership,4,31573.0,7893.25
2020-02-03,2020,BMW iX3,Africa,South Africa,Wholesale,2,37590.0,18795.0
2020-02-03,2020,BMW 5 Series,South America,Chile,Wholesale,5,35589.0,7117.8
2020-02-03,2020,BMW M3,South America,Peru,Dealership,1,88241.0,88241.0
2020-02-03,2020,BMW 6 Series,North America,Canada,Dealership,3,49309.0,16436.33
2020-02-03,2020,BMW 8 Series,Asia,India,Wholesale,2,65377.0,32688.5
2020-02-03,2020,BMW 5 Series,Africa,Kenya,Dealership,2,36886.0,18443.0
2020-02-03,2020,BMW 7 Series,Africa,Nigeria,Wholesale,2,106579.0,53289.5
2020-02-04,2020,BMW X3,Africa,Morocco,Dealership,4,42756.0,10689.0
2020-02-04,2020,BMW 4 Series,Africa,Nigeria,Dealership,5,114256.0,22851.2
2020-02-04,2020,BMW X6,North America,United States,Wholesale,2,46565.0,23282.5
2020-02-05,2020,BMW X5,Africa,Morocco,Wholesale,4,34223.0,8555.75
2020-02-05,2020,BMW 2 Series,Africa,Nigeria,Dealership,1,42105.0,42105.0
2020-02-05,2020,BMW i8,Asia,Japan,Wholesale,5,99152.0,19830.4
2020-02-06,2020,BMW M3,Asia,India,Dealership,3,91323.0,30441.0
2020-02-06,2020,BMW X7,Africa,Egypt,Wholesale,4,105927.0,26481.75
2020-02-06,2020,BMW i8,North America,United States,Wholesale,3,118421.0,39473.67
2020-02-07,2020,BMW X7,South America,Argentina,Dealership,3,117108.0,39036.0
2020-02-07,2020,BMW 3 Series,North America,United States,Wholesale,4,39926.0,9981.5
2020-02-07,2020,BMW 8 Series,South America,Colombia,Wholesale,3,84840.0,28280.0
2020-02-08,2020,BMW X2,South America,Colombia,Wholesale,3,102604.0,34201.33
2020-02-08,2020,BMW X6,Africa,Nigeria,Dealership,3,50523.0,16841.0
2020-02-08,2020,BMW X3,Asia,Thailand,Wholesale,1,80064.0,80064.0
2020-02-08,2020,BMW X5,Asia,South Korea,Wholesale,5,69280.0,13856.0
2020-02-08,2020,BMW M8,Asia,South Korea,Dealership,2,64055.0,32027.5
2020-02-09,2020,BMW X1,Africa,Egypt,Dealership,4,58386.0,14596.5
2020-02-09,2020,BMW 1 Series,Asia,China,Dealership,5,118436.0,23687.2
2020-02-09,2020,BMW 2 Series,Europe,United Kingdom,Wholesale,2,56250.0,28125.0
2020-02-09,2020,BMW 3 Series,Europe,France,Wholesale,3,35605.0,11868.33
2020-02-09,2020,BMW X1,Asia,Thailand,Wholesale,5,115991.0,23198.2
2020-02-10,2020,BMW M3,Asia,India,Wholesale,2,98858.0,49429.0
2020-02-11,2020,BMW M8,South America,Brazil,Wholesale,4,79683.0,19920.75
2020-02-12,2020,BMW 7 Series,Europe,Italy,Dealership,3,108807.0,36269.0
2020-02-12,2020,BMW M4,North America,United States,Wholesale,4,76072.0,19018.0
2020-02-14,2020,BMW M5,Europe,United Kingdom,Wholesale,4,119096.0,29774.0
2020-02-14,2020,BMW 4 Series,Europe,Spain,Wholesale,3,38577.0,12859.0
2020-02-15,2020,BMW M8,Europe,Germany,Wholesale,5,105630.0,21126.0
2020-02-15,2020,BMW 8 Series,Africa,Egypt,Dealership,5,38048.0,7609.6
2020-02-16,2020,BMW X1,North America,United States,Dealership,4,33877.0,8469.25
2020-02-16,2020,BMW 7 Series,South America,Chile,Wholesale,2,32587.0,16293.5
2020-02-16,2020,BMW i8,Asia,South Korea,Wholesale,4,100220.0,25055.0
2020-02-16,2020,BMW 3 Series,North America,Mexico,Dealership,4,93872.0,23468.0
2020-02-16,2020,BMW M8,South America,Brazil,Wholesale,4,112246.0,28061.5
2020-02-16,2020,BMW M3,Europe,United Kingdom,Dealership,1,46211.0,46211.0
2020-02-18,2020,BMW X5,North America,United States,Dealership,2,51162.0,25581.0
2020-02-19,2020,BMW X7,Africa,South Africa,Wholesale,3,66636.0,22212.0
2020-02-19,2020,BMW M5,North America,Canada,Dealership,5,80157.0,16031.4
2020-02-19,2020,BMW X7,Asia,South Korea,Dealership,3,94990.0,31663.33
2020-02-20,2020,BMW Z4,North America,Mexico,Wholesale,2,91895.0,45947.5
2020-02-20,2020,BMW Z4,South America,Peru,Dealership,1,30327.0,30327.0
2020-02-20,2020,BMW X4,South America,Brazil,Wholesale,2,47673.0,23836.5
2020-02-22,2020,BMW 8 Series,North America,Canada,Wholesale,1,45212.0,45212.0
2020-02-23,2020,BMW X3,Asia,Thailand,Dealership,4,78484.0,19621.0
2020-02-23,2020,BMW 8 Series,Africa,Egypt,Wholesale,2,96556.0,48278.0
2020-02-23,2020,BMW i8,Asia,Thailand,Wholesale,5,81318.0,16263.6
2020-02-24,2020,BMW Z4,North America,United States,Wholesale,1,36294.0,36294.0
2020-02-24,2020,BMW Z4,Europe,Germany,Wholesale,1,94823.0,94823.0
2020-02-24,2020,BMW 2 Series,Europe,United Kingdom,Wholesale,3,106015.0,35338.33
2020-02-24,2020,BMW Z4,Africa,South Africa,Dealership,1,82022.0,82022.0
2020-02-24,2020,BMW X2,North America,United States,Wholesale,3,36575.0,12191.67
2020-02-25,2020,BMW 6 Series,Europe,Italy,Wholesale,1,115380.0,115380.0
2020-02-25,2020,BMW 1 Series,North America,Mexico,Wholesale,3,33005.0,11001.67
2020-02-26,2020,BMW M5,Asia,Japan,Dealership,1,80622.0,80622.0
2020-02-27,2020,BMW M3,North America,Mexico,Wholesale,5,49564.0,9912.8
2020-02-27,2020,BMW i4,North America,United States,Wholesale,4,106086.0,26521.5
2020-02-27,2020,BMW M4,Europe,France,Dealership,2,67210.0,33605.0
2020-02-27,2020,BMW X5,Asia,Thailand,Wholesale,4,102649.0,25662.25
2020-02-27,2020,BMW 2 Series,Asia,China,Dealership,5,34655.0,6931.0
2020-02-27,2020,BMW iX3,Europe,United Kingdom,Dealership,3,33372.0,11124.0
2020-02-27,2020,BMW X2,North America,United States,Wholesale,4,81179.0,20294.75
2020-02-27,2020,BMW X3,Africa,Egypt,Dealership,2,67976.0,33988.0
2020-02-28,2020,BMW i8,North America,United States,Wholesale,2,65120.0,32560.0
2020-02-28,2020,BMW Z4,Africa,Egypt,Wholesale,2,66241.0,33120.5
2020-02-28,2020,BMW X2,Asia,Thailand,Dealership,3,69840.0,23280.0
2020-03-01,2020,BMW Z4,North America,Mexico,Dealership,4,64426.0,16106.5
2020-03-01,2020,BMW 6 Series,South America,Colombia,Wholesale,5,109066.0,21813.2
2020-03-01,2020,BMW X7,South America,Peru,Wholesale,4,71994.0,17998.5
2020-03-01,2020,BMW Z4,Africa,Nigeria,Wholesale,2,99890.0,49945.0
2020-03-01,2020,BMW X3,South America,Colombia,Wholesale,4,58964.0,14741.0
2020-03-01,2020,BMW X6,Europe,Germany,Wholesale,1,104089.0,104089.0
2020-03-02,2020,BMW M8,North America,United States,Wholesale,2,48447.0,24223.5
2020-03-02,2020,BMW 1 Series,North America,Mexico,Wholesale,5,81332.0,16266.4
2020-03-02,2020,BMW X3,Africa,Nigeria,Wholesale,3,63622.0,21207.33
2020-03-02,2020,BMW X5,South America,Colombia,Wholesale,5,71104.0,14220.8
2020-03-03,2020,BMW M5,South America,Peru,Dealership,4,109048.0,27262.0
2020-03-03,2020,BMW X1,North America,Mexico,Wholesale,2,85387.0,42693.5
2020-03-03,2020,BMW M3,Asia,Thailand,Dealership,5,55939.0,11187.8
2020-03-04,2020,BMW iX3,Asia,Japan,Dealership,3,51788.0,17262.67
2020-03-05,2020,BMW M3,Europe,France,Wholesale,1,108488.0,108488.0
2020-03-06,2020,BMW 6 Series,Europe,France,Wholesale,1,47206.0,47206.0
2020-03-06,2020,BMW iX,Africa,Morocco,Wholesale,3,118022.0,39340.67
2020-03-07,2020,BMW i3,Africa,South Africa,Wholesale,4,65391.0,16347.75
2020-03-07,2020,BMW 2 Series,North America,United States,Wholesale,1,76123.0,76123.0
2020-03-07,2020,BMW M8,Europe,United Kingdom,Wholesale,3,56654.0,18884.67
2020-03-09,2020,BMW iX3,Africa,Egypt,Wholesale,3,103292.0,34430.67
2020-03-09,2020,BMW 7 Series,Asia,China,Dealership,1,119086.0,119086.0
2020-03-09,2020,BMW 8 Series,North America,Mexico,Wholesale,4,54486.0,13621.5
2020-03-09,2020,BMW 5 Series,Asia,India,Wholesale,3,82545.0,27515.0
2020-03-10,2020,BMW M4,South America,Colombia,Dealership,3,81516.0,27172.0
2020-03-10,2020,BMW 2 Series,Asia,Japan,Wholesale,4,89424.0,22356.0
2020-03-12,2020,BMW 8 Series,Asia,China,Dealership,2,34015.0,17007.5
2020-03-13,2020,BMW X7,Africa,Egypt,Dealership,2,65502.0,32751.0
2020-03-13,2020,BMW X4,Asia,Japan,Wholesale,4,64758.0,16189.5
2020-03-13,2020,BMW 6 Series,South America,Brazil,Dealership,1,48059.0,48059.0
2020-03-14,2020,BMW X7,Africa,Nigeria,Wholesale,4,108755.0,27188.75
2020-03-14,2020,BMW 8 Series,Asia,China,Wholesale,5,90217.0,18043.4
2020-03-15,2020,BMW i8,South America,Brazil,Dealership,5,39212.0,7842.4
2020-03-15,2020,BMW 6 Series,Africa,Morocco,Dealership,4,66380.0,16595.0
2020-03-15,2020,BMW X1,Europe,Italy,Wholesale,5,119439.0,23887.8
2020-03-16,2020,BMW 3 Series,South America,Colombia,Dealership,3,86035.0,28678.33
2020-03-16,2020,BMW M2,North America,Mexico,Wholesale,3,54204.0,18068.0
2020-03-16,2020,BMW M5,Europe,United Kingdom,Wholesale,2,45770.0,22885.0
2020-03-16,2020,BMW 2 Series,Africa,Kenya,Dealership,4,110221.0,27555.25
2020-03-17,2020,BMW M2,Europe,Spain,Wholesale,1,106610.0,106610.0
2020-03-18,2020,BMW X4,North America,United States,Wholesale,1,43543.0,43543.0
2020-03-18,2020,BMW 1 Series,South America,Colombia,Wholesale,5,78754.0,15750.8
2020-03-18,2020,BMW M2,South America,Colombia,Dealership,5,72536.0,14507.2
2020-03-19,2020,BMW M3,North America,Mexico,Dealership,3,89502.0,29834.0
2020-03-19,2020,BMW M4,Asia,South Korea,Dealership,1,39415.0,39415.0
2020-03-19,2020,BMW M2,North America,Canada,Wholesale,4,78436.0,19609.0
2020-03-19,2020,BMW X1,Europe,France,Wholesale,2,57563.0,28781.5
2020-03-19,2020,BMW iX,Asia,Thailand,Wholesale,5,51663.0,10332.6
2020-03-21,2020,BMW iX3,Asia,South Korea,Wholesale,5,57011.0,11402.2
2020-03-21,2020,BMW M4,Asia,South Korea,Wholesale,3,100486.0,33495.33
2020-03-21,2020,BMW iX,North America,Canada,Dealership,1,118421.0,118421.0
2020-03-21,2020,BMW M3,Europe,Italy,Wholesale,3,97933.0,32644.33
2020-03-21,2020,BMW 6 Series,Africa,Egypt,Wholesale,5,64024.0,12804.8
2020-03-21,2020,BMW X3,Africa,Kenya,Wholesale,3,89850.0,29950.0
2020-03-22,2020,BMW i3,Europe,United Kingdom,Dealership,3,88956.0,29652.0
2020-03-22,2020,BMW M3,Europe,Italy,Wholesale,5,67133.0,13426.6
2020-03-22,2020,BMW X2,North America,United States,Dealership,2,51310.0,25655.0
2020-03-22,2020,BMW M2,North America,Canada,Wholesale,4,55230.0,13807.5
2020-03-23,2020,BMW 4 Series,South America,Brazil,Wholesale,1,48043.0,48043.0
2020-03-23,2020,BMW 1 Series,Africa,Morocco,Dealership,5,81009.0,16201.8
2020-03-24,2020,BMW 6 Series,Africa,Nigeria,Wholesale,5,79630.0,15926.0
2020-03-25,2020,BMW 2 Series,Europe,Spain,Wholesale,2,70615.0,35307.5
2020-03-25,2020,BMW i8,Europe,Spain,Wholesale,1,43319.0,43319.0
2020-03-25,2020,BMW X7,North America,Mexico,Wholesale,5,36393.0,7278.6
2020-03-25,2020,BMW 5 Series,Asia,Japan,Wholesale,2,107381.0,53690.5
2020-03-25,2020,BMW i8,South America,Argentina,Wholesale,4,66131.0,16532.75
2020-03-25,2020,BMW i3,Asia,Japan,Wholesale,3,69384.0,23128.0
2020-03-26,2020,BMW X6,Africa,Morocco,Wholesale,4,53268.0,13317.0
2020-03-26,2020,BMW iX,North America,Canada,Wholesale,4,39642.0,9910.5
2020-03-27,2020,BMW i3,Africa,Kenya,Dealership,4,40796.0,10199.0
2020-03-27,2020,BMW M2,North America,Canada,Dealership,4,33658.0,8414.5
2020-03-28,2020,BMW 3 Series,Asia,South Korea,Wholesale,3,82289.0,27429.67
2020-03-28,2020,BMW X1,Europe,Spain,Wholesale,1,53060.0,53060.0
2020-03-28,2020,BMW iX,Europe,Italy,Wholesale,1,91800.0,91800.0
2020-03-28,2020,BMW 2 Series,Africa,Egypt,Dealership,2,52622.0,26311.0
2020-03-28,2020,BMW 6 Series,Asia,Thailand,Wholesale,2,43589.0,21794.5
2020-03-29,2020,BMW X4,Asia,Thailand,Wholesale,5,73255.0,14651.0
2020-03-30,2020,BMW X3,North America,United States,Wholesale,3,88024.0,29341.33
2020-03-30,2020,BMW M3,North America,Canada,Dealership,4,44833.0,11208.25
2020-03-30,2020,BMW 5 Series,North America,Mexico,Wholesale,4,87541.0,21885.25
2020-03-30,2020,BMW X7,South America,Colombia,Wholesale,4,94105.0,23526.25
2020-03-30,2020,BMW X3,Africa,Morocco,Dealership,3,51910.0,17303.33
2020-03-31,2020,BMW X7,Asia,India,Wholesale,5,109066.0,21813.2
2020-03-31,2020,BMW M2,Africa,South Africa,Wholesale,2,111664.0,55832.0
2020-04-01,2020,BMW 5 Series,Europe,Germany,Wholesale,5,38900.0,7780.0
2020-04-01,2020,BMW i3,Asia,India,Dealership,4,107042.0,26760.5
2020-04-01,2020,BMW 5 Series,South America,Colombia,Dealership,2,77324.0,38662.0
2020-04-01,2020,BMW X1,North America,United States,Wholesale,5,77659.0,15531.8
2020-04-02,2020,BMW M4,Asia,Japan,Dealership,5,93670.0,18734.0
2020-04-02,2020,BMW Z4,South America,Peru,Wholesale,2,95681.0,47840.5
2020-04-02,2020,BMW M4,North America,United States,Wholesale,1,54641.0,54641.0
2020-04-03,2020,BMW X7,Africa,Morocco,Wholesale,2,66833.0,33416.5
2020-04-03,2020,BMW X7,South America,Colombia,Dealership,2,69579.0,34789.5
2020-04-04,2020,BMW i4,Africa,Morocco,Wholesale,3,60311.0,20103.67
2020-04-04,2020,BMW X4,Europe,France,Wholesale,2,109486.0,54743.0
2020-04-05,2020,BMW 4 Series,Asia,India,Wholesale,5,108730.0,21746.0
2020-04-06,2020,BMW M8,South America,Colombia,Dealership,4,73997.0,18499.25
2020-04-07,2020,BMW X2,Asia,South Korea,Dealership,2,52612.0,26306.0
2020-04-07,2020,BMW iX3,Asia,South Korea,Wholesale,1,56564.0,56564.0
2020-04-08,2020,BMW X2,North America,Mexico,Dealership,5,119767.0,23953.4
2020-04-08,2020,BMW X6,South America,Chile,Dealership,4,44819.0,11204.75
2020-04-09,2020,BMW 4 Series,Asia,Thailand,Wholesale,4,47127.0,11781.75
2020-04-09,2020,BMW 1 Series,Africa,South Africa,Wholesale,5,61308.0,12261.6
2020-04-09,2020,BMW X1,Asia,China,Dealership,4,100114.0,25028.5
2020-04-10,2020,BMW 6 Series,Europe,France,Wholesale,2,75856.0,37928.0
2020-04-10,2020,BMW M4,South America,Peru,Wholesale,2,82483.0,41241.5
2020-04-10,2020,BMW X2,North America,Canada,Dealership,4,74651.0,18662.75
2020-04-10,2020,BMW X7,North America,Mexico,Wholesale,2,30247.0,15123.5
2020-04-10,2020,BMW 7 Series,Europe,United Kingdom,Wholesale,1,73346.0,73346.0
2020-04-10,2020,BMW M5,North America,Canada,Wholesale,5,114597.0,22919.4
2020-04-11,2020,BMW 7 Series,South America,Brazil,Dealership,5,58134.0,11626.8
2020-04-12,2020,BMW 4 Series,North America,United States,Wholesale,2,41718.0,20859.0
2020-04-12,2020,BMW Z4,South America,Brazil,Wholesale,3,40327.0,13442.33
2020-04-13,2020,BMW i3,Asia,Thailand,Dealership,1,101473.0,101473.0
2020-04-14,2020,BMW X7,South America,Colombia,Wholesale,4,74550.0,18637.5
2020-04-14,2020,BMW 8 Series,North America,United States,Wholesale,5,76647.0,15329.4
2020-04-15,2020,BMW 7 Series,South America,Chile,Wholesale,4,98326.0,24581.5
2020-04-15,2020,BMW i3,Europe,Italy,Wholesale,5,37045.0,7409.0
2020-04-16,2020,BMW 8 Series,Africa,South Africa,Wholesale,2,68718.0,34359.0
2020-04-17,2020,BMW 2 Series,Asia,Thailand,Wholesale,4,34843.0,8710.75
2020-04-17,2020,BMW i4,North America,United States,Dealership,5,83164.0,16632.8
2020-04-18,2020,BMW X4,Asia,Japan,Wholesale,3,96937.0,32312.33
2020-04-18,2020,BMW 5 Series,Africa,South Africa,Wholesale,2,37297.0,18648.5
2020-04-19,2020,BMW M8,Europe,France,Wholesale,4,46860.0,11715.0
2020-04-19,2020,BMW X7,Asia,South Korea,Wholesale,5,71274.0,14254.8
2020-04-19,2020,BMW Z4,South America,Chile,Wholesale,5,54318.0,10863.6
2020-04-19,2020,BMW X4,South America,Argentina,Wholesale,5,59301.0,11860.2
2020-04-20,2020,BMW X5,Asia,Thailand,Dealership,2,116673.0,58336.5
2020-04-20,2020,BMW M5,Africa,Nigeria,Dealership,4,99503.0,24875.75
2020-04-20,2020,BMW M5,South America,Chile,Wholesale,3,46791.0,15597.0
2020-04-20,2020,BMW iX3,North America,United States,Wholesale,2,48456.0,24228.0
2020-04-21,2020,BMW X1,Europe,Spain,Wholesale,5,52247.0,10449.4
2020-04-21,2020,BMW 5 Series,Asia,China,Wholesale,3,82384.0,27461.33
2020-04-22,2020,BMW 1 Series,North America,Canada,Dealership,3,33423.0,11141.0
2020-04-22,2020,BMW 7 Series,North America,Mexico,Wholesale,5,103541.0,20708.2
2020-04-22,2020,BMW iX3,South America,Peru,Dealership,2,80581.0,40290.5
2020-04-23,2020,BMW M2,Europe,United Kingdom,Wholesale,2,97868.0,48934.0
2020-04-24,2020,BMW M3,Europe,Italy,Dealership,3,82838.0,27612.67
2020-04-24,2020,BMW X5,South America,Chile,Wholesale,1,41311.0,41311.0
2020-04-25,2020,BMW iX,Africa,Egypt,Dealership,3,74293.0,24764.33
2020-04-26,2020,BMW 3 Series,North America,Canada,Wholesale,3,101102.0,33700.67
2020-04-26,2020,BMW X4,Europe,France,Wholesale,4,76705.0,19176.25
2020-04-26,2020,BMW X5,North America,Canada,Dealership,3,69827.0,23275.67
2020-04-27,2020,BMW X4,Europe,France,Wholesale,4,114114.0,28528.5
2020-04-27,2020,BMW X2,Europe,France,Dealership,2,97393.0,48696.5
2020-04-27,2020,BMW M8,South America,Argentina,Dealership,4,46006.0,11501.5
2020-04-27,2020,BMW 2 Series,North America,Canada,Dealership,1,61708.0,61708.0
2020-04-27,2020,BMW 3 Series,South America,Colombia,Wholesale,3,33328.0,11109.33
2020-04-28,2020,BMW iX3,Asia,India,Wholesale,3,119749.0,39916.33
2020-04-28,2020,BMW X1,Europe,Italy,Wholesale,4,53434.0,13358.5
2020-04-28,2020,BMW M3,South America,Colombia,Wholesale,4,90359.0,22589.75
2020-04-28,2020,BMW iX3,North America,Canada,Wholesale,3,46608.0,15536.0
2020-04-28,2020,BMW X6,North America,United States,Wholesale,1,76233.0,76233.0
2020-04-30,2020,BMW 8 Series,Asia,South Korea,Wholesale,2,46328.0,23164.0
2020-04-30,2020,BMW 6 Series,Europe,Germany,Dealership,3,30715.0,10238.33
2020-05-01,2020,BMW M8,South America,Chile,Wholesale,5,94802.0,18960.4
2020-05-02,2020,BMW X4,Europe,Germany,Dealership,1,79214.0,79214.0
2020-05-02,2020,BMW 5 Series,South America,Argentina,Wholesale,3,76978.0,25659.33
2020-05-02,2020,BMW M3,South America,Brazil,Wholesale,1,38203.0,38203.0
2020-05-03,2020,BMW i4,North America,United States,Wholesale,5,78311.0,15662.2
2020-05-04,2020,BMW 8 Series,North America,United States,Wholesale,4,98956.0,24739.0
2020-05-04,2020,BMW M5,North America,United States,Wholesale,4,89867.0,22466.75
2020-05-05,2020,BMW 8 Series,Europe,Spain,Dealership,4,45290.0,11322.5
2020-05-05,2020,BMW 1 Series,Africa,Morocco,Wholesale,1,74959.0,74959.0
2020-05-05,2020,BMW X5,Asia,China,Wholesale,5,58436.0,11687.2
2020-05-06,2020,BMW X5,Africa,Egypt,Wholesale,5,83001.0,16600.2
2020-05-06,2020,BMW 7 Series,Europe,Spain,Wholesale,5,109258.0,21851.6
2020-05-06,2020,BMW Z4,South America,Brazil,Wholesale,4,47085.0,11771.25
2020-05-07,2020,BMW 4 Series,North America,United States,Wholesale,5,118052.0,23610.4
2020-05-07,2020,BMW X1,South America,Colombia,Wholesale,2,32042.0,16021.0
2020-05-07,2020,BMW Z4,Africa,Morocco,Dealership,1,103563.0,103563.0
2020-05-07,2020,BMW 1 Series,Asia,China,Wholesale,5,34554.0,6910.8
2020-05-08,2020,BMW 3 Series,North America,United States,Wholesale,1,91305.0,91305.0
2020-05-08,2020,BMW M4,South America,Colombia,Dealership,2,91797.0,45898.5
2020-05-08,2020,BMW M8,South America,Brazil,Wholesale,1,109870.0,109870.0
2020-05-09,2020,BMW M2,South America,Chile,Dealership,2,75411.0,37705.5
2020-05-09,2020,BMW 6 Series,Africa,Egypt,Dealership,3,48223.0,16074.33
2020-05-10,2020,BMW 1 Series,Africa,Nigeria,Wholesale,2,78846.0,39423.0
2020-05-10,2020,BMW X1,Africa,Kenya,Dealership,4,103206.0,25801.5
2020-05-10,2020,BMW M2,North America,United States,Wholesale,5,64261.0,12852.2
2020-05-11,2020,BMW 2 Series,North America,United States,Wholesale,2,77672.0,38836.0
2020-05-12,2020,BMW M3,Asia,India,Wholesale,1,44628.0,44628.0
2020-05-12,2020,BMW X3,South America,Colombia,Wholesale,1,104363.0,104363.0
2020-05-12,2020,BMW M2,Europe,Spain,Dealership,3,86994.0,28998.0
2020-05-12,2020,BMW 3 Series,Africa,South Africa,Dealership,1,110774.0,110774.0
2020-05-13,2020,BMW X6,Europe,Spain,Wholesale,5,116700.0,23340.0
2020-05-13,2020,BMW i3,Europe,Italy,Wholesale,3,71787.0,23929.0
2020-05-13,2020,BMW 8 Series,Africa,Nigeria,Wholesale,4,66232.0,16558.0
2020-05-14,2020,BMW X1,Europe,Spain,Dealership,2,93073.0,46536.5
2020-05-15,2020,BMW iX3,Africa,Egypt,Wholesale,5,90598.0,18119.6
